Sample 1,Sample 2,Sample 3,Sample 4,Sample 5,Sample 6,Sample 7,Sample 8,Sample 9,Sample 10,Sample 11,Sample 12,Sample 13,Sample 14,Sample 15,Sample 16,Sample 17,Sample 18,Sample 19,Sample 20,
-1,-1,2758,-1,-1,-1,-1,-1,2028,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,2759,2177,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,2767,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1751,-1,-1,-1,-1,
-1,-1,2771,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1865,-1,-1,-1,-1,
-1,-1,2777,-1,-1,1793,-1,-1,2289,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,2796,2705,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,2800,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2651,-1,-1,-1,-1,-1,
-1,-1,2801,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2849,-1,-1,-1,
-1,-1,2807,2401,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,2808,2573,-1,-1,-1,-1,2507,-1,-1,-1,2621,-1,-1,-1,-1,-1,-1,-1,
-1,-1,2809,2236,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,2813,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2186,-1,
-1,-1,2815,-1,-1,-1,-1,-1,-1,2672,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,2817,2126,2650,-1,-1,-1,-1,-1,-1,-1,-1,2312,-1,-1,-1,-1,-1,-1,
-1,-1,2822,2513,-1,-1,-1,-1,-1,-1,2926,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,2828,-1,-1,-1,-1,-1,-1,-1,1410,2462,-1,-1,-1,-1,-1,-1,1679,-1,
-1,-1,-1,-1,-1,-1,-1,-1,2009,1339,1843,2407,2007,-1,-1,-1,-1,-1,-1,-1,
-1,-1,2839,-1,-1,-1,-1,-1,-1,2874,1354,1259,2597,-1,-1,-1,-1,-1,-1,-1,
-1,-1,2842,2546,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,2844,-1,1690,-1,-1,-1,-1,-1,-1,-1,2851,-1,2044,-1,-1,-1,-1,-1,
-1,-1,2849,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2797,
-1,-1,2851,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2930,-1,
-1,-1,2855,-1,-1,-1,-1,-1,-1,-1,-1,-1,2032,1986,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,-1,-1,-1,1978,2248,-1,2164,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,2859,-1,-1,2431,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,2864,1619,1836,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2929,-1,-1,-1,
-1,-1,2867,2143,-1,-1,-1,-1,-1,-1,2509,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,2869,-1,-1,1964,2431,-1,-1,-1,-1,-1,-1,1653,1352,2774,-1,-1,-1,-1,
-1,-1,2871,-1,1547,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,2883,-1,-1,2528,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,2884,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1645,-1,
-1,-1,2887,2288,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,2894,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1424,
-1,-1,2895,-1,-1,-1,-1,2697,-1,-1,-1,-1,-1,-1,-1,-1,1811,-1,-1,-1,
-1,-1,2921,2726,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,2932,-1,-1,-1,-1,-1,-1,-1,2702,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,2935,-1,-1,-1,-1,2518,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,2936,-1,-1,-1,-1,-1,-1,-1,-1,2864,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,2939,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1564,
-1,-1,2943,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2217,-1,-1,-1,-1,-1,
-1,-1,2946,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2127,-1,-1,-1,-1,
-1,-1,2950,-1,-1,-1,-1,-1,1995,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,2952,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2883,1097,1793,1211,2093,-1,-1,
-1,-1,2963,-1,-1,-1,2798,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,2968,-1,2008,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,2971,-1,-1,2921,-1,-1,-1,-1,-1,2037,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,2976,-1,-1,-1,-1,-1,2823,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,2981,-1,-1,-1,-1,2376,1970,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,2992,-1,-1,2566,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2935,-1,-1,-1,
-1,-1,2993,-1,-1,-1,-1,-1,-1,-1,2929,2544,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,2995,-1,-1,-1,-1,2732,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,2999,-1,-1,-1,2043,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,3002,1451,2028,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,3007,-1,2603,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,3009,-1,2418,-1,-1,-1,-1,-1,-1,-1,2560,2156,-1,-1,-1,-1,1212,-1,
-1,-1,3017,-1,-1,2266,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,3019,-1,-1,-1,2699,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,7,-1,24,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,8,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,14,-1,-1,-1,-1,-1,20,-1,107,78,57,-1,-1,-1,-1,-1,-1,
-1,-1,-1,23,11,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,33,28,-1,-1,-1,19,5,-1,-1,-1,-1,-1,48,3,-1,-1,-1,
-1,-1,-1,-1,367,-1,-1,140,94,172,75,91,62,-1,62,-1,-1,-1,136,95,
-1,-1,-1,41,168,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,43,108,-1,283,272,167,-1,168,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,47,83,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,50,80,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,123,-1,-1,
-1,-1,-1,51,261,-1,226,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,57,-1,-1,-1,-1,-1,-1,-1,-1,-1,152,-1,-1,-1,-1,-1,-1,
-1,-1,-1,62,16,206,-1,113,-1,148,108,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,63,238,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,72,135,-1,-1,-1,367,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,80,167,-1,-1,-1,74,35,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,82,-1,-1,-1,110,-1,-1,172,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,88,93,-1,-1,206,409,-1,348,337,336,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,90,-1,177,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,92,117,157,-1,315,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,98,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,101,32,-1,-1,
-1,-1,-1,101,65,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,96,-1,
-1,-1,-1,102,-1,127,311,378,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,111,-1,-1,180,-1,-1,128,152,101,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,113,-1,-1,-1,105,189,-1,121,-1,-1,-1,-1,-1,-1,-1,399,378,
-1,-1,-1,114,302,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,118,76,-1,38,-1,-1,-1,-1,232,-1,-1,30,-1,-1,57,-1,-1,
-1,-1,-1,124,-1,-1,111,-1,-1,-1,275,392,-1,-1,-1,-1,-1,107,-1,55,
-1,-1,-1,-1,-1,-1,75,-1,-1,70,54,-1,-1,90,71,37,33,79,32,-1,
-1,-1,-1,128,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,255,
-1,-1,-1,133,-1,-1,186,273,250,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,138,-1,-1,-1,47,42,-1,-1,-1,-1,294,-1,-1,-1,-1,-1,-1,
-1,-1,-1,151,208,213,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,224,-1,-1,-1,
-1,-1,-1,153,90,34,48,-1,120,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,78,
-1,-1,-1,155,335,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,156,172,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,160,434,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,166,-1,168,-1,291,293,307,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,173,-1,52,-1,-1,-1,-1,-1,-1,378,-1,-1,-1,-1,-1,-1,-1,
-1,706,-1,174,-1,314,-1,-1,-1,-1,-1,-1,-1,-1,494,-1,270,-1,420,357,
-1,-1,-1,175,187,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,176,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,174,
-1,-1,-1,186,45,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
140,-1,-1,188,-1,-1,-1,-1,-1,-1,-1,-1,148,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,190,82,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,193,127,358,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,380,-1,-1,-1,
-1,-1,-1,196,55,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,198,-1,-1,-1,490,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,201,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,656,-1,-1,-1,
-1,-1,-1,204,-1,-1,381,-1,218,-1,-1,278,118,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,205,-1,239,217,192,266,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,206,657,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,214,250,97,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,218,316,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,220,343,411,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,223,-1,119,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,224,534,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,227,357,1188,-1,781,924,425,-1,315,-1,942,392,-1,-1,-1,-1,-1,
-1,-1,-1,235,371,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,241,181,762,-1,-1,-1,-1,491,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,247,945,-1,-1,348,-1,228,439,-1,859,273,-1,-1,-1,-1,489,793,
-1,-1,-1,250,-1,178,56,48,-1,-1,-1,-1,-1,-1,-1,140,-1,-1,-1,-1,
-1,-1,-1,253,-1,-1,-1,-1,-1,-1,-1,-1,-1,167,-1,-1,-1,-1,263,-1,
-1,-1,-1,269,133,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,272,197,431,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,273,-1,-1,-1,124,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,275,486,-1,-1,-1,-1,-1,1306,-1,1051,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,279,472,148,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,281,-1,-1,-1,-1,-1,-1,-1,-1,-1,258,285,-1,275,-1,-1,-1,
-1,-1,-1,282,-1,-1,-1,-1,-1,-1,-1,-1,717,422,308,-1,-1,-1,-1,-1,
-1,-1,-1,284,-1,-1,-1,-1,-1,-1,-1,-1,1019,-1,-1,-1,-1,482,268,502,
-1,-1,-1,290,179,310,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,295,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,303,-1,-1,-1,-1,-1,
-1,-1,-1,296,385,498,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,297,678,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,304,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,518,-1,-1,-1,
-1,-1,-1,310,735,-1,260,343,-1,-1,-1,-1,-1,-1,-1,-1,-1,391,-1,-1,
-1,-1,-1,311,326,-1,-1,-1,-1,-1,554,-1,-1,-1,-1,-1,-1,118,87,-1,
-1,-1,-1,313,-1,217,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,318,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,469,-1,175,180,
-1,-1,-1,321,245,342,-1,-1,-1,-1,-1,-1,-1,120,-1,-1,-1,-1,-1,-1,
-1,-1,-1,322,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,405,368,-1,616,-1,-1,
-1,-1,-1,331,853,373,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,233,
-1,-1,-1,333,398,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,335,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,677,
-1,-1,-1,337,-1,-1,-1,280,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,1640,-1,-1,-1,-1,-1,-1,536,-1,467,-1,1050,674,1203,-1,-1,
-1,-1,-1,339,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,739,-1,-1,-1,-1,-1,
-1,-1,-1,346,-1,542,470,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,351,-1,-1,607,-1,-1,452,-1,-1,224,-1,460,-1,-1,-1,-1,-1,
-1,-1,-1,352,-1,-1,-1,-1,-1,-1,379,720,-1,-1,-1,-1,-1,131,-1,-1,
-1,-1,-1,354,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,825,-1,-1,
-1,-1,-1,356,-1,160,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,665,
-1,-1,-1,363,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,623,
-1,-1,-1,372,29,56,150,187,-1,-1,40,130,261,-1,50,119,166,146,-1,-1,
-1,-1,-1,373,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,187,-1,-1,-1,-1,-1,
-1,-1,-1,374,476,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,378,-1,-1,-1,-1,-1,-1,-1,-1,-1,492,-1,-1,-1,-1,-1,-1,
-1,-1,-1,380,493,571,733,-1,-1,-1,-1,-1,-1,-1,1096,-1,-1,-1,-1,-1,
-1,-1,-1,-1,142,-1,-1,171,-1,-1,222,359,117,-1,-1,-1,-1,-1,506,442,
-1,-1,-1,383,439,-1,-1,-1,-1,-1,85,59,557,140,146,405,-1,-1,-1,-1,
-1,-1,-1,398,-1,-1,-1,-1,-1,-1,190,95,-1,-1,-1,-1,-1,-1,66,-1,
-1,-1,-1,399,-1,785,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,403,-1,-1,-1,622,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,405,211,-1,587,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,406,-1,-1,358,769,543,430,-1,159,-1,137,393,-1,-1,-1,-1,-1,
-1,-1,-1,407,512,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,416,377,-1,162,417,283,714,-1,568,-1,-1,233,164,-1,-1,-1,-1,
-1,-1,-1,417,-1,-1,-1,-1,1066,1415,718,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,420,263,-1,-1,-1,-1,-1,627,-1,-1,421,-1,-1,-1,-1,-1,-1,
-1,-1,-1,423,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1015,-1,-1,1001,-1,-1,
-1,-1,-1,424,297,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,523,-1,-1,-1,
-1,-1,-1,425,-1,-1,-1,-1,-1,-1,-1,-1,-1,451,-1,-1,-1,-1,-1,-1,
-1,-1,-1,427,-1,781,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,428,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,678,-1,-1,
-1,-1,-1,429,557,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,430,379,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,431,-1,-1,-1,735,-1,151,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,435,-1,-1,-1,-1,-1,-1,440,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,442,354,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,444,-1,-1,-1,-1,-1,-1,-1,312,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,448,1033,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,435,-1,-1,-1,-1,
-1,-1,-1,453,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,962,
-1,-1,-1,456,-1,-1,-1,-1,-1,794,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,459,836,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,460,1482,789,-1,753,-1,-1,-1,-1,-1,-1,-1,-1,1649,756,-1,-1,
-1,-1,-1,461,149,-1,383,217,-1,-1,853,-1,337,-1,-1,-1,173,129,-1,-1,
-1,-1,-1,464,-1,-1,-1,493,-1,649,-1,1076,992,604,1144,-1,-1,-1,-1,-1,
-1,-1,-1,465,1485,776,1617,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1180,-1,
-1,-1,-1,471,543,-1,-1,-1,-1,477,-1,389,438,483,-1,1118,1137,782,481,821,
-1,-1,-1,474,968,-1,894,1410,-1,-1,-1,-1,-1,1036,-1,-1,210,-1,-1,-1,
-1,-1,-1,490,-1,-1,211,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,491,-1,150,-1,-1,-1,-1,-1,-1,486,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,492,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,472,-1,-1,
-1,-1,-1,494,-1,-1,-1,-1,-1,1055,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,498,1387,699,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,500,507,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,502,893,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,503,765,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,509,-1,1095,-1,519,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,510,-1,1108,-1,-1,-1,-1,296,631,-1,1594,-1,-1,-1,-1,-1,-1,
-1,-1,-1,511,177,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,512,-1,-1,-1,1031,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,516,1155,-1,-1,520,-1,766,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,517,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,440,
-1,-1,-1,521,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,427,-1,-1,-1,
-1,-1,-1,527,859,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,530,-1,-1,693,-1,-1,-1,1497,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,531,-1,-1,-1,-1,-1,-1,-1,-1,991,857,1643,-1,833,-1,-1,-1,
-1,-1,-1,534,350,428,213,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,-1,697,-1,-1,-1,481,372,-1,488,437,1332,450,723,379,-1,400,
-1,-1,-1,536,933,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,540,-1,340,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,552,589,-1,403,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,554,475,234,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,556,-1,-1,-1,283,-1,-1,-1,-1,-1,-1,414,696,-1,-1,-1,-1,
-1,-1,-1,557,1103,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,559,373,223,-1,-1,-1,-1,-1,1219,-1,-1,1389,-1,-1,-1,-1,-1,
-1,-1,-1,569,322,-1,-1,-1,-1,400,199,333,181,206,159,255,397,-1,-1,-1,
-1,-1,-1,570,-1,-1,-1,-1,-1,-1,-1,-1,-1,329,694,-1,-1,-1,-1,-1,
-1,-1,-1,573,-1,1400,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,846,805,1210,
-1,-1,-1,579,428,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,582,-1,-1,-1,-1,-1,1152,-1,-1,735,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,585,539,689,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,586,209,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,589,767,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,-1,204,286,-1,-1,818,468,915,-1,548,1077,-1,-1,354,332,381,
-1,-1,-1,594,1332,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,597,-1,-1,1670,-1,-1,-1,-1,-1,1916,848,-1,-1,-1,-1,900,-1,
-1,-1,-1,600,796,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,601,1121,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,611,-1,-1,-1,807,-1,-1,-1,-1,-1,-1,210,-1,-1,880,1417,-1,
-1,-1,-1,614,1416,-1,962,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,615,-1,-1,-1,-1,-1,-1,-1,-1,-1,1459,-1,-1,-1,-1,-1,-1,
-1,-1,-1,619,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,566,488,747,-1,1179,-1,
-1,-1,-1,620,-1,-1,-1,1558,-1,972,1247,852,-1,-1,-1,-1,-1,-1,-1,841,
-1,-1,-1,621,511,-1,761,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,623,-1,-1,630,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,855,
-1,-1,-1,630,-1,-1,-1,-1,-1,-1,-1,-1,-1,841,-1,-1,-1,-1,-1,-1,
-1,-1,-1,632,701,-1,409,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
