Sample 1,Sample 2,Sample 3,Sample 4,Sample 5,Sample 6,Sample 7,Sample 8,Sample 9,Sample 10,Sample 11,Sample 12,Sample 13,Sample 14,Sample 15,Sample 16,Sample 17,Sample 18,Sample 19,Sample 20,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1901,-1,-1,-1,-1,-1,-1,-1,2442,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1912,-1,-1,-1,-1,1839,-1,-1,-1,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,724,1913,1366,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1932,2385,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1945,-1,1476,1760,-1,-1,-1,-1,-1,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1962,-1,-1,1469,-1,-1,-1,-1,-1,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1964,-1,-1,-1,-1,-1,-1,-1,1153,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1967,-1,-1,-1,-1,-1,2375,-1,-1,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1970,-1,-1,1608,-1,-1,-1,-1,-1,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1979,1230,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1991,2027,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1993,-1,-1,2749,-1,-1,-1,-1,-1,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1994,1024,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1999,1449,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2001,1762,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2003,2409,1302,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2010,2089,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017,2802,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2030,1378,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2052,-1,-1,2926,-1,-1,-1,-1,-1,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2053,1530,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2061,1006,1370,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2097,1410,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2115,2248,2619,2727,2682,-1,-1,-1,-1,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2122,2527,-1,-1,-1,-1,-1,-1,2115,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2129,2459,1057,-1,-1,2364,-1,-1,-1,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2160,2080,1500,2731,-1,1854,1340,-1,-1,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2175,2160,-1,1586,-1,-1,1844,-1,-1,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2195,1374,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2210,2665,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2234,1367,-1,-1,-1,-1,-1,-1,1834,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2236,-1,-1,2248,-1,-1,-1,-1,-1,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2250,1639,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2282,-1,2430,-1,2529,-1,-1,-1,-1,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2305,1457,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2306,2649,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2320,1684,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2332,-1,1807,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2333,2782,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2338,2841,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2351,2282,-1,-1,2538,-1,-1,-1,-1,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2364,-1,-1,1601,-1,-1,-1,-1,-1,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2369,-1,2254,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2378,-1,-1,-1,-1,-1,1774,-1,-1,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2380,2873,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2398,1274,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2429,-1,-1,-1,-1,1925,-1,-1,-1,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2441,2626,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2444,-1,-1,-1,-1,-1,-1,2262,2177,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2454,-1,-1,-1,-1,1720,-1,-1,-1,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2473,-1,-1,-1,1269,-1,-1,-1,-1,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2481,1129,-1,-1,-1,-1,1927,-1,-1,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2506,1973,2141,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2513,-1,1655,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2514,-1,1641,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2567,2598,2195,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2584,-1,1291,-1,-1,2221,-1,-1,-1,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2585,-1,-1,-1,-1,2059,-1,-1,-1,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2592,1972,2630,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2597,-1,-1,-1,-1,-1,-1,2098,-1,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2600,-1,-1,-1,1800,-1,-1,-1,-1,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2611,1990,-1,-1,-1,-1,-1,2341,-1,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2612,2270,2662,-1,-1,1825,-1,-1,-1,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2615,-1,-1,2659,-1,-1,-1,-1,-1,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2624,2846,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2637,2162,-1,-1,-1,-1,2550,-1,2499,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2642,2337,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2649,-1,-1,-1,2145,1687,-1,-1,-1,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2652,-1,1753,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,-1,-1,-1,-1,-1,1181,-1,2660,1759,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2676,-1,-1,-1,-1,-1,-1,2535,2165,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2712,-1,1972,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2719,1773,1171,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2731,2774,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2733,1982,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2740,1606,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2747,-1,-1,2401,2259,-1,-1,-1,-1,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2758,1585,2418,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2779,-1,-1,-1,-1,-1,1360,-1,-1,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2781,-1,-1,-1,-1,-1,-1,-1,1523,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2791,-1,-1,2701,-1,-1,-1,-1,-1,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2799,-1,-1,-1,-1,2676,2508,-1,-1,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2802,1924,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2805,2721,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2809,2335,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2820,-1,2593,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2831,-1,2663,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2849,-1,1016,-1,-1,-1,-1,1441,-1,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2874,-1,-1,-1,2151,-1,-1,-1,-1,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2877,-1,-1,-1,2068,-1,-1,-1,-1,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2891,986,-1,-1,-1,-1,-1,-1,1392,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2904,-1,-1,-1,-1,-1,-1,-1,1744,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,11,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,-1,20,-1,-1,-1,-1,-1,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,22,24,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,26,-1,-1,-1,-1,34,20,-1,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,30,-1,24,21,-1,-1,-1,-1,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,31,20,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,41,-1,93,-1,-1,-1,-1,-1,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,53,43,-1,-1,-1,-1,52,-1,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,58,-1,7,17,-1,-1,-1,-1,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,121,-1,-1,335,359,-1,-1,-1,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,156,151,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,162,94,133,-1,-1,-1,-1,-1,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,164,139,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,176,34,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,179,209,-1,-1,-1,221,-1,268,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,182,-1,-1,123,-1,-1,-1,-1,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,187,-1,-1,169,-1,-1,-1,-1,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,193,343,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,197,351,428,-1,-1,-1,-1,-1,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,209,244,158,-1,-1,-1,-1,-1,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,213,-1,599,-1,-1,595,-1,-1,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,219,145,228,-1,-1,-1,-1,-1,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,225,-1,-1,-1,495,-1,-1,-1,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,229,109,49,-1,-1,-1,-1,-1,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,231,-1,531,-1,-1,-1,-1,-1,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,233,-1,-1,-1,-1,-1,60,96,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,251,471,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,252,636,-1,521,-1,-1,967,-1,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,253,315,245,575,384,-1,-1,-1,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,255,106,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,263,-1,-1,161,-1,-1,-1,-1,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,283,534,364,185,605,508,-1,-1,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,284,183,-1,854,-1,-1,-1,-1,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,287,253,265,-1,-1,-1,-1,-1,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,302,71,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,317,-1,753,1240,1287,-1,1006,-1,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,331,378,168,-1,-1,-1,-1,-1,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,339,-1,-1,-1,-1,417,-1,-1,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,341,506,452,1107,-1,-1,-1,-1,
-1,-1,-1,-1,-1,-1,-1,1147,-1,-1,-1,-1,367,-1,389,-1,468,-1,-1,-1,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,383,-1,251,295,153,-1,-1,-1,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,399,-1,954,976,411,-1,-1,-1,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,400,-1,-1,-1,448,-1,-1,-1,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,403,384,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,409,740,1196,820,1085,-1,-1,-1,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,411,-1,-1,-1,-1,-1,-1,460,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,419,227,52,127,-1,-1,-1,-1,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,420,-1,237,-1,415,618,-1,-1,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,431,-1,-1,-1,908,-1,-1,-1,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,437,-1,-1,-1,-1,-1,1108,-1,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,439,-1,-1,-1,-1,169,-1,-1,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,453,1235,1691,-1,-1,-1,-1,1967,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,454,-1,421,-1,-1,-1,337,-1,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,458,-1,-1,-1,412,-1,-1,-1,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,469,184,647,833,-1,-1,-1,-1,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,477,-1,1214,-1,-1,-1,1439,1054,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,482,-1,1273,-1,-1,-1,-1,-1,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,485,214,644,-1,-1,-1,-1,-1,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,487,225,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,495,189,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,498,-1,-1,247,-1,-1,-1,-1,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,503,-1,633,-1,-1,-1,-1,-1,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,506,-1,-1,-1,1020,220,-1,-1,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,531,-1,-1,918,-1,-1,-1,-1,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,538,331,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,549,891,-1,-1,-1,1775,-1,-1,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,564,580,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,570,-1,-1,-1,593,-1,-1,804,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,576,983,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,583,-1,-1,574,-1,-1,1333,-1,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,595,-1,-1,-1,-1,-1,-1,1138,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,610,-1,283,-1,-1,-1,-1,-1,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,623,1553,-1,-1,-1,-1,-1,1662,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,644,767,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,645,1325,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,647,-1,-1,-1,1292,429,-1,-1,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,649,941,1577,-1,-1,-1,-1,-1,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,653,-1,-1,-1,2167,-1,1434,-1,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,654,-1,-1,-1,-1,-1,-1,1590,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,661,1002,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,674,-1,862,-1,-1,-1,-1,-1,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,675,725,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,686,-1,-1,-1,1618,-1,-1,-1,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1732,689,987,600,420,-1,-1,-1,-1,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,694,-1,1547,-1,-1,-1,-1,-1,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,696,902,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,697,-1,2135,1022,1142,-1,-1,-1,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,699,-1,-1,258,298,295,-1,-1,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,345,-1,-1,98,158,246,176,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,715,962,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,730,-1,-1,516,-1,321,-1,-1,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1822,747,-1,686,-1,-1,1545,-1,-1,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,755,-1,-1,639,395,1064,-1,-1,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,777,-1,-1,-1,-1,-1,571,-1,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,782,-1,831,-1,-1,-1,-1,-1,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,783,-1,-1,284,756,-1,-1,-1,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,784,-1,741,-1,-1,-1,1215,680,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,788,1295,790,-1,-1,-1,-1,-1,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,789,1232,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,790,923,-1,-1,-1,-1,-1,-1,
-1,613,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,792,-1,-1,-1,1662,-1,-1,-1,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,800,672,1104,-1,1364,-1,-1,-1,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,807,816,-1,-1,1114,-1,-1,-1,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,817,-1,810,-1,-1,-1,-1,-1,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,819,296,467,-1,-1,-1,-1,-1,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,820,232,1396,-1,-1,-1,-1,-1,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,823,592,1018,-1,-1,-1,-1,-1,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,831,625,763,-1,-1,-1,-1,-1,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,847,-1,-1,931,-1,-1,-1,-1,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,852,1481,2196,-1,-1,-1,-1,-1,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,853,896,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,869,785,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,873,753,1131,2029,-1,-1,-1,1251,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,876,1145,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,877,-1,-1,-1,501,656,-1,-1,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,883,-1,2027,-1,-1,-1,-1,-1,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,891,-1,-1,-1,-1,-1,-1,1284,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,893,-1,1484,-1,-1,-1,-1,-1,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,907,656,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,922,-1,-1,-1,-1,-1,-1,690,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,926,-1,1286,-1,-1,-1,-1,-1,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,930,1930,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,934,-1,-1,-1,-1,-1,-1,2123,
-1,-1,-1,-1,-1,2583,-1,-1,-1,-1,-1,-1,939,2006,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,941,-1,-1,-1,-1,-1,-1,899,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,946,-1,-1,1185,-1,-1,-1,-1,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,955,602,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,963,-1,-1,2197,-1,-1,-1,-1,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,971,-1,1327,-1,-1,-1,-1,-1,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1003,1379,-1,-1,-1,-1,-1,643,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1017,450,1592,-1,-1,-1,-1,-1,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1023,2276,-1,-1,-1,1363,-1,-1,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1030,-1,-1,-1,-1,1981,-1,-1,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1033,-1,-1,896,-1,-1,-1,-1,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1039,818,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1046,-1,-1,-1,-1,-1,2414,-1,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1061,1403,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1062,726,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1063,-1,470,1696,-1,-1,-1,-1,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1070,-1,-1,-1,-1,561,-1,-1,
